0.3068309	-0.0450959		38.3538625	-5.6369875		38.24966278	-6.305370219		958.2496628	-13.02537022		958.2496628	-13.02537022	0
0.3295755	-0.0449494		41.1969375	-5.618675		41.09262447	-6.336669648		961.0926245	-13.05666965		961.0926245	-13.05666965	0
0.3523374	-0.044651		44.042175	-5.581375		43.93807964	-6.349022201		963.9380796	-13.0690222		963.9380796	-13.0690222	0
0.3751154	-0.0442122		46.889425	-5.526525		46.78585324	-6.343862543		966.7858532	-13.06386254		966.7858532	-13.06386254	0
0.3979117	-0.0436437		49.7389625	-5.4554625		49.63619688	-6.322532768		969.6361969	-13.04253277		969.6361969	-13.04253277	0
0.4207244	-0.0429563		52.59055	-5.3695375		52.48884955	-6.286378526		972.4888496	-13.00637853		972.4888496	-13.00637853	0
0.4435495	-0.0421609		55.4436875	-5.2701125		55.34328755	-6.236753386		975.3432875	-12.95675339		975.3432875	-12.95675339	0
0.4663822	-0.0412662		58.297775	-5.158275		58.19889199	-6.174734212		978.198892	-12.89473421		978.198892	-12.89473421	0
0.4892196	-0.0402777		61.15245	-5.0347125		61.05528842	-6.101002075		981.0552884	-12.82100208		981.0552884	-12.82100208	0
0.5120612	-0.0392006		64.00765	-4.900075		63.91240303	-6.016205785		983.912403	-12.73620578		983.912403	-12.73620578	0
0.5349083	-0.0380402		66.8635375	-4.755025		66.77038673	-5.921010576		986.7703867	-12.64101058		986.7703867	-12.64101058	0
0.5577613	-0.0368022		69.7201625	-4.600275		69.62927706	-5.816129713		989.6292771	-12.53612971		989.6292771	-12.53612971	0
0.5806182	-0.0354919		72.577275	-4.4364875		72.48881252	-5.702221232		992.4888125	-12.42222123		992.4888125	-12.42222123	0
0.6034761	-0.0341133		75.4345125	-4.2641625		75.34862193	-5.579778732		995.3486219	-12.29977873		995.3486219	-12.29977873	0
0.626334	-0.0326692		78.29175	-4.08365		78.20857421	-5.449149979		998.2085742	-12.16914998		998.2085742	-12.16914998	0
0.6491931	-0.0311622		81.1491375	-3.895275		81.06881366	-5.31066254		1001.068814	-12.03066254		1001.068814	-12.03066254	0
0.6720548	-0.0295955		84.00685	-3.6994375		83.92950827	-5.164719408		1003.929508	-11.88471941		1003.929508	-11.88471941	0
0.6949178	-0.0279724		86.864725	-3.49655		86.79048837	-5.011730185		1006.790488	-11.73173018		1006.790488	-11.73173018	0
0.717778	-0.0262957		89.72225	-3.2869625		89.65123544	-4.852035875		1009.651235	-11.57203587		1009.651235	-11.57203587	0
0.7406324	-0.0245652		92.57905	-3.07065		92.51137496	-4.685604938		1012.511375	-11.40560494		1012.511375	-11.40560494	0
0.7634817	-0.02278		95.4352125	-2.8475		95.37099638	-4.512326418		1015.370996	-11.23232642		1015.370996	-11.23232642	0
0.7863288	-0.0209407		98.2911	-2.6175875		98.23046085	-4.332281629		1018.230461	-11.05228163		1018.230461	-11.05228163	0
0.8091745	-0.0190486		101.1468125	-2.381075		101.0898655	-4.145634792		1021.089866	-10.86563479		1021.089866	-10.86563479	0
0.832016	-0.0171042		104.002	-2.138025		103.9488593	-3.952442289		1023.948859	-10.67244229		1023.948859	-10.67244229	0
0.8548454	-0.015105		106.855675	-1.888125		106.8064604	-3.752374437		1026.80646	-10.47237444		1026.80646	-10.47237444	0
0.87765	-0.013046		109.70625	-1.63075		109.6610924	-3.544778631		1029.661092	-10.26477863		1029.661092	-10.26477863	0
0.9004199	-0.0109139		112.5524875	-1.3642375		112.5115469	-3.327971031		1032.511547	-10.04797103		1032.511547	-10.04797103	0
0.9231527	-0.0086942		115.3940875	-1.086775		115.3575558	-3.100134177		1035.357556	-9.820134177		1035.357556	-9.820134177	0
0.9458229	-0.0063741		118.2278625	-0.7967625		118.1959598	-2.859612695		1038.19596	-9.579612695		1038.19596	-9.579612695	0
0.9681948	-0.0039236		121.02435	-0.49045		120.9973664	-2.602143061		1040.997366	-9.322143061		1040.997366	-9.322143061	0
0.989139	-0.0014151		123.642375	-0.1768875		123.6204642	-2.334310518		1043.620464	-9.054310518		1043.620464	-9.054310518	0
1	0		125	0		124.9809691	-2.181139302		1044.980969	-8.901139302		1044.980969	-8.901139302	0
